id,first_name,last_name,position,equipo
38017728,Jake,LaRavia,F,Los Angeles Lakers
38017729,David,Roddy,F,Denver Nuggets
38017730,Dominick,Barlow,F,Philadelphia 76ers
38017731,Vince,Williams Jr.,G,Utah Jazz
38017732,Kenneth,Lofton Jr.,F,Chicago Bulls
38017733,A.J.,Green,G,Milwaukee Bucks
38017734,Jamal,Cain,F,Orlando Magic
38017735,Jack,White,F,Oklahoma City Thunder
38017736,Cole,Swider,F,Indiana Pacers
38017737,Trevor,Hudgins,G,Houston Rockets
38017738,Chima,Moneke,F,Sacramento Kings
38017739,Simone,Fontecchio,F,Miami Heat
38124126,John,Butler Jr.,F,Portland Trail Blazers
39398582,Orlando,Robinson,C,Orlando Magic
39613724,Ibou,Badji,C,Charlotte Hornets
42097199,Jared,Rhoden,G,Toronto Raptors
43516144,Donovan,Williams,G,Golden State Warriors
44477024,Stanley,Umude,G,San Antonio Spurs
44477062,Jamaree,Bouyea,G,Phoenix Suns
44477085,Quenton,Jackson,G,Indiana Pacers
45088184,Keaton,Wallace,G,Atlanta Hawks
45658838,Lester,Quinones,G,Orlando Magic
45969255,Justin,Lewis,F,Chicago Bulls
46389569,Jim,Seminoff,,Boston Celtics
46389570,Johnny,Logan,,St. Louis Bombers
46389571,George,Munroe,,St. Louis Bombers
46389572,Aubrey,Davis,,St. Louis Bombers
46389573,Doyle,Parrack,,Chicago Stags
46389574,Chuck,Halbert,,Baltimore Bullets
46389575,Max,Zaslofsky,,Chicago Stags
46389576,Don,Putman,,St. Louis Bombers
46389577,Herschel,Baltimore,,St. Louis Bombers
46389578,Chet,Carlisle,,Chicago Stags
46389579,Don,Martin,,St. Louis Bombers
46389580,Wilbert,Kautz,,Chicago Stags
46389581,Tony,Jaros,,Los Angeles Lakers
46389582,Bob,Doll,,St. Louis Bombers
46389583,Giff,Roux,,St. Louis Bombers
46389584,Belus,Smawley,,St. Louis Bombers
46389585,Chuck,Gilmur,,Chicago Stags
46389586,Don,Carlson,,Los Angeles Lakers
46389587,Cecil,Hankins,,St. Louis Bombers
46389588,Mickey,Rottner,,Chicago Stags
46389589,Ralph,Kaplowitz,,Golden State Warriors
46389590,George,Senesky,,Golden State Warriors
46389591,Audley,Brindley,,New York Knicks
46389592,Jack,Garfinkel,,Boston Celtics
46389593,Bob,Faught,,Cleveland Rebels
46389594,Lee,Knorek,,New York Knicks
46389595,Sidney,Hertzberg,,Boston Celtics
46389596,Johnny,Simmons,,Boston Celtics
46389597,Art,Spector,,Boston Celtics
46389598,Harold,Kottman,,Boston Celtics
46389599,Ray,Wertis,,Cleveland Rebels
46389600,Adolph,Hoefer,,Boston Celtics
46389601,Leo,Gottlieb,,New York Knicks
46389602,Tommy,Byrnes,,New York Knicks
46389603,Angelo,Musi,,Golden State Warriors
46389604,Frido,Frey,,New York Knicks
46389605,Mel,Riebe,,Boston Celtics
46389606,George,Nostrand,,Providence Steamrollers
46389607,Jerry,Rullo,,Golden State Warriors
46389608,Matt,Guokas,,Golden State Warriors
46389609,Nick,Shaback,,Cleveland Rebels
46389610,Gerard,Kelly,,Boston Celtics
46389611,Art,Hillhouse,,Golden State Warriors
46389612,Ed,Sadowski,,Golden State Warriors
46389613,Butch,Van,,New York Knicks
46389614,Stan,Stutz,,New York Knicks
46389615,Joe,Fulks,,Golden State Warriors
46389616,John,Palmer,,New York Knicks
46389617,Connie,Simmons,,New York Knicks
46389618,Ben,Scharnus,,Cleveland Rebels
46389619,Marion,Cluggish,,New York Knicks
46389620,Howie,Dallmar,,Golden State Warriors
46389621,Al,Brightman,,Boston Celtics
46389622,Bob,Fitzgerald,,Toronto Huskies
46389623,Jerry,Fleishman,,Golden State Warriors
46389624,Alexander,Rosenberg,,Golden State Warriors
46389625,Kenny,Sailors,,Providence Steamrollers
46389626,John,Janisch,,Detroit Falcons
46389627,Bob,Gantt,,Washington Capitols
46389628,Ariel,Maughan,,St. Louis Bombers
46389629,Bob,Dille,,Detroit Falcons
46389630,Dick,Schulz,,Washington Capitols
46389631,John,Mahnken,,Boston Celtics
46389632,Bob,Mullens,,Toronto Huskies
46389633,Ernie,Calverley,,Providence Steamrollers
46389634,Hank,Beenders,,Providence Steamrollers
46389635,Irv,Torgoff,,Washington Capitols
46389636,Mike,McCarron,,Toronto Huskies
46389637,Ralph,Siewert,,Toronto Huskies
46389638,Freddie,Scolari,,Washington Capitols
46389639,Harry,Miller,,Toronto Huskies
46389640,Harold,Brown,,Detroit Falcons
46389641,Dick,Fitzgerald,,Toronto Huskies
46389642,Stan,Miasek,,Chicago Stags
46389643,Bob,Shea,,Providence Steamrollers
46389644,Leo,Mogus,,Golden State Warriors
46389645,George,Mearns,,Providence Steamrollers
46389646,Johnny,Norlander,,Washington Capitols
46389647,Bill,Davis,,Chicago Stags
46389648,Horace,McKinney,,Washington Capitols
46389649,Nat,Militzok,,New York Knicks
46389650,Marty,Passaglia,,Washington Capitols
46389651,George,Grimshaw,,Providence Steamrollers
46389652,Art,Stolkey,,Detroit Falcons
46389653,Ken,Keller,,Washington Wizards
46389654,Michael,Wallace,,Toronto Huskies
46389655,Hank,Rosenstein,,New York Knicks
46389656,Tom,King,,Detroit Falcons
46389657,Grady,Lewis,,Detroit Falcons
46389658,Donald,Martin,,Providence Steamrollers
46389659,Elmo,Morgenthaler,,Golden State Warriors
46389660,Earl,Shannon,,Providence Steamrollers
46389661,Bob,Feerick,,Washington Capitols
46389662,Wilfred,Goodwin,,Providence Steamrollers
46389663,Moe,Becker,,Detroit Falcons
46389664,Hank,Lefkowitz,,Cleveland Rebels
46389665,Milt,Schoon,,Sheboygan Redskins
46389666,Hank,Zeller,,Pittsburgh Ironmen
46389667,Coulby,Gunther,,Pittsburgh Ironmen
46389668,Stan,Noszka,,Pittsburgh Ironmen
46389669,Ed,Melvin,,Pittsburgh Ironmen
46389670,Francis,O'Grady,,St. Louis Bombers
46389671,Wyndol,Gray,,Boston Celtics
46389672,Mike,Bytzura,,Pittsburgh Ironmen
46389673,Tony,Kappen,,Pittsburgh Ironmen
46389674,John,Abramovic,,Pittsburgh Ironmen
46389675,John,Barr,,St. Louis Bombers
46389676,Roger,Jorgensen,,Pittsburgh Ironmen
46389677,Deb,Smith,,St. Louis Bombers
46389678,Forest,Weber,,Providence Steamrollers
46389679,George,A.,,Providence Steamrollers
46389680,Ossie,Schectman,,New York Knicks
46389681,Noble,Jorgensen,,Philadelphia 76ers
46389682,Peter,Maravich,,Pittsburgh Ironmen
46389683,Leon,Brown,,Cleveland Rebels
46389684,Howie,McCarty,,Detroit Falcons
46389685,Chuck,Connors,,Boston Celtics
46389686,Roy,Hurley,,Toronto Huskies
46389687,John,Mills,,Pittsburgh Ironmen
46389688,Frankie,Baumholtz,,Cleveland Rebels
46389689,Dick,Murphy,,New York Knicks
46389690,Bob,Duffy,,Chicago Stags
46389691,Johnny,Jorgensen,,Los Angeles Lakers
46389692,Henry,Pearcy,,Detroit Falcons
46389693,Joe,Fabel,,Pittsburgh Ironmen
46389694,John,Murphy,,Golden State Warriors
46389695,George,Pearcy,,Detroit Falcons
46389696,Frank,Mangiapane,,New York Knicks
46389697,Gene,Gillette,,Washington Capitols
46389698,Garland,O'Shields,,Chicago Stags
46389699,Clarence,Hermsen,,Boston Celtics
46389700,Virgil,Vaughn,,Boston Celtics
46389701,Chet,Aubuchon,,Detroit Falcons
46389702,Irv,Rothenberg,,New York Knicks
46390197,Harold,Johnson,,Detroit Falcons
46390198,Armand,Cure,,Providence Steamrollers
46390199,Bill,Fenley,,Boston Celtics
46390200,Fred,Sheffield,,Golden State Warriors
46390201,Ed,Kasid,,Toronto Huskies
46390202,Frank,Fucarino,,Toronto Huskies
46390203,Red,Dehnert,,Providence Steamrollers
46390204,Wallace,Sydnor,,Chicago Stags
46390205,Pete,Lalich,,Cleveland Rebels
46390206,Gorham,Getchell,,Pittsburgh Ironmen
46390207,Gino,Sovran,,Toronto Huskies
46390208,Hal,Crisler,,Boston Celtics
46390209,Winfred,Jacobs,,St. Louis Bombers
46390210,Ned,Endress,,Cleveland Rebels
46390211,Tom,Callahan,,Providence Steamrollers
46390212,Al,Lujack,,Washington Capitols
46390213,Mel,Hirsch,,Boston Celtics
46390214,Don,Eliason,,Boston Celtics
46390215,Walt,Miller,,Pittsburgh Ironmen
46390216,Al,Negratti,,Washington Capitols
46390217,Hank,Biasatti,,Toronto Huskies
46390218,Rob,Rensberger,,Chicago Stags
46390219,Nat,Frankel,,Pittsburgh Ironmen
46390220,Lou,Spicer,,Providence Steamrollers
46390221,Norm,Baker,,Chicago Stags
46390222,Zigmund,Mihalik,,Pittsburgh Ironmen
46390223,Ben,Goldfaden,,Washington Capitols
46390224,Buddy,Jeannette,,Baltimore Bullets
46390225,"Bear,",The,,Baltimore Bullets
46390226,Paul,Huston,,Chicago Stags
46390227,Carl,Meinhold,,Baltimore Bullets
46390228,Andy,Phillip,,Detroit Pistons
46390229,Ben,Schadler,,Chicago Stags
46390230,Joseph,Reiser,,Baltimore Bullets
46390231,Gene,Vance,,Chicago Stags
46390232,Jack,Tingle,,Washington Capitols
46390233,Dick,O'Keefe,,Washington Capitols
46390234,Red,Rocha,,Philadelphia 76ers
46390235,Jack,Toomay,,Denver Nuggets
46390236,Herm,Klotz,,Baltimore Bullets
46390237,Ray,Kuka,,New York Knicks
46390238,Bob,Hubbard,,Providence Steamrollers
46390239,Johnny,Ezersky,,Baltimore Bullets
46390240,Paul,Noel,,New York Knicks
46390241,Dick,Holub,,New York Knicks
46390242,Herm,Fuetsch,,Baltimore Bullets
46390243,Gene,Rock,,Chicago Stags
46390244,Sid,Tannenbaum,,New York Knicks
46390245,Carl,Braun,,New York Knicks
46390246,Mel,Thurston,,Providence Steamrollers
46390247,Gene,Stump,,Boston Celtics
46390248,Saul,Mariaschin,,Boston Celtics
46390249,Mike,Bloom,,Baltimore Bullets
46390250,Francis,Crossin,,Golden State Warriors
46390251,Bob,O'Brien,,Golden State Warriors
46390252,Lee,Robbins,,Providence Steamrollers
46390253,Eddie,Ehlers,,Boston Celtics
46390254,Bill,Downey,,Providence Steamrollers
46390255,Paul,Seymour,,Philadelphia 76ers
46390256,Matthew,Hickey,,Providence Steamrollers
46390751,Jack,Hewson,,Boston Celtics
46390752,Jack,Rocker,,Golden State Warriors
46390753,Stan,Brown,,Golden State Warriors
46390754,Elmer,R.,,Waterloo Hawks
46390755,Wat,Misaka,,New York Knicks
46390756,Chet,McNabb,,Baltimore Bullets
46390757,Bob,Davies,,Sacramento Kings
46390758,Kenny,Rollins,,Chicago Stags
46390759,Arnie,Risen,,Sacramento Kings
46390760,Jim,Pollard,,Los Angeles Lakers
46390761,Bill,Calhoun,,Atlanta Hawks
46390762,George,Mikan,,Los Angeles Lakers
46390763,Ed,Mikan,,Golden State Warriors
46390764,Paul,Armstrong,,Detroit Pistons
46390765,Bobby,Wanzer,,Sacramento Kings
46390766,Joe,Graboski,,Golden State Warriors
46390767,Arnie,Ferrin,,Los Angeles Lakers
46390768,Arnie,Johnson,,Sacramento Kings
46390769,Red,Holzman,,Sacramento Kings
46390770,Odie,Spears,,Sacramento Kings
46390771,D.C.,Wilcutt,,St. Louis Bombers
46390772,Bill,Roberts,,St. Louis Bombers
46390773,Otto,Schnellbacher,,Providence Steamrollers
46390774,Leo,Klier,,Detroit Pistons
46390775,Mike,Novak,,Sacramento Kings
46390776,Charlie,Black,,Detroit Pistons
46390777,Dick,Triptow,,Detroit Pistons
46390778,Jake,Bornheimer,,Golden State Warriors
46390779,Bill,Henry,,Detroit Pistons
46390780,Bill,Miller,,Chicago Stags
46390781,Estes,Parham,,St. Louis Bombers
46390782,Ward,Williams,,Detroit Pistons
46390783,Jack,Dwan,,Los Angeles Lakers
46390784,Fran,Curran,,Sacramento Kings
46390785,Andy,Duncan,,Sacramento Kings
46390786,Donnie,Forman,,Los Angeles Lakers
46390787,Gale,Bishop,,Golden State Warriors
46390788,Bob,Tough,,Detroit Pistons
46390789,John,Niemiera,,Detroit Pistons
46390790,Herm,Schaefer,,Los Angeles Lakers
46390791,Jack,Smiley,,Detroit Pistons
46390792,Edwin,Kachan,,Chicago Stags
46390793,Walter,Budko,,Baltimore Bullets
46390794,Jack,Nichols,,Boston Celtics
46390795,Harry,Gallatin,,New York Knicks
46390796,Ray,Lumpp,,New York Knicks
46390797,Fred,Lewis,,Baltimore Bullets
46390798,Mel,McGaha,,New York Knicks
46390799,Earl,Gardner,,Los Angeles Lakers
46390800,Leo,Katkaveck,,Washington Capitols
46390801,Matt,Zunic,,Washington Capitols
46390802,Howard,Tidrick,,Baltimore Bullets
46390803,Gene,James,,Baltimore Bullets
46390804,George,Kaftan,,New York Knicks
46390805,Goebel,Ritter,,New York Knicks
46390806,Joe,Colone,,New York Knicks
46390807,Phil,Farbman,,Golden State Warriors
46390808,Dermie,O'Connell,,Boston Celtics
46390809,Bob,Kinney,,Boston Celtics
46390810,Brady,Walker,,Baltimore Bullets
46390811,Les,Pugh,,Providence Steamrollers
46390812,Bruce,Hale,,Indianapolis Olympians
46390813,Jake,Pelkington,,Baltimore Bullets
46390814,Howie,Shannon,,Boston Celtics
46390815,Bob,Brown,,Denver Nuggets
46390816,Lionel,Malamed,,Indianapolis Jets
46390817,Jack,Eskridge,,Indianapolis Jets
46390818,John,Mandic,,Indianapolis Jets
46390819,William,Towery,,Baltimore Bullets
46390820,Price,Brookfield,,Indianapolis Jets
46390821,Ralph,Hamilton,,Indianapolis Jets
46390822,Fred,Nagy,,Indianapolis Jets
46390823,Walt,Kirk,,Atlanta Hawks
46390824,Doug,Holcomb,,Baltimore Bullets
46390825,Andrew,Levane,,Philadelphia 76ers
46390826,Jim,Spruill,,Indianapolis Jets
46390827,Tom,Kelly,,Boston Celtics
46390828,Jim,Springer,,Indianapolis Jets
46390829,Johnny,Bach,,Boston Celtics
46391324,Roy,Pugh,,Golden State Warriors
46391325,Donald,Smith,,Los Angeles Lakers
46391326,Ray,Ramsey,,Baltimore Bullets
46391327,Jack,Maddox,,Indianapolis Jets
46391328,Andy,Kostecka,,Indianapolis Jets
46391329,Jim,Browne,,Denver Nuggets
46391330,Andy,Tonkovich,,Providence Steamrollers
46391331,Dan,Kraus,,Baltimore Bullets
46391332,John,W.,,Boston Celtics
46391333,Dick,Wehr,,Indianapolis Jets
46391334,Dillard,Crocker,,Atlanta Hawks
46391335,Howie,Rader,,Baltimore Bullets
46391336,Ray,Ellefson,,New York Knicks
46391337,Herb,Krautblatt,,Baltimore Bullets
46391338,George,Glamack,,Indianapolis Jets
46391339,Lonnie,Eggleston,,St. Louis Bombers
46391340,Dick,Shrider,,New York Knicks
46391341,Al,Lucas,,Boston Celtics
46391342,Darrell,Brown,,Baltimore Bullets
46391343,Fred,Paine,,Providence Steamrollers
46391344,Slater,Martin,,Los Angeles Lakers
46391345,Vern,Mikkelsen,,Los Angeles Lakers
46391346,Frank,Saul,,Los Angeles Lakers
46391347,Jack,Coleman,,Sacramento Kings
46391348,Bob,Harrison,,Los Angeles Lakers
46391349,Howie,Schultz,,Los Angeles Lakers
46391350,David,Johnson,,Detroit Pistons
46391351,Duane,Klueh,,Detroit Pistons
46391352,Jack,Kerris,,Detroit Pistons
46391353,Clint,Wager,,Detroit Pistons
46391354,Jerry,Nagel,,Detroit Pistons
46391355,Frank,Kudelka,,Baltimore Bullets
46391356,Joe,Bradley,,Chicago Stags
46391357,Johnny,Oldham,,Detroit Pistons
46391358,Fred,Schaus,,Detroit Pistons
46391359,Bob,Carpenter,,Detroit Pistons
46391360,Bob,Harris,,Boston Celtics
46391361,Leo,Barnhorst,,Indianapolis Olympians
46391362,James,Owens,,Atlanta Hawks
46391363,John,Hargis,,Anderson Packers
46391364,Billy,Gabor,,Philadelphia 76ers
46391365,Johnny,Orr,,St. Louis Bombers
46391366,Ed,Stanczak,,Anderson Packers
46391367,Leroy,Chollet,,Philadelphia 76ers
46391368,Ed,Peterson,,Philadelphia 76ers
46391369,Joe,Dolhon,,Baltimore Bullets
46391370,Jake,Carter,,Denver Nuggets
46391371,Alex,Hannum,,Sacramento Kings
46391372,Andy,O'Donnell,,Baltimore Bullets
46391373,Murray,Wier,,Atlanta Hawks
46391374,Dee,Gibson,,Atlanta Hawks
46391375,Don,Ray,,Atlanta Hawks
46391376,Mac,Otten,,St. Louis Bombers
46391377,Milo,Komenich,,Anderson Packers
46391378,Whitey,Von,,Baltimore Bullets
46391379,Leo,Kubiak,,Waterloo Hawks
46391380,Thomas,Eddleman,,Detroit Pistons
46391381,Harry,Boykoff,,Waterloo Hawks
46391382,Frank,Brian,,Detroit Pistons
46391383,Bill,Closs,,Golden State Warriors
46391384,Dick,Mehen,,Detroit Pistons
46391385,Johnny,Payak,,Atlanta Hawks
46391386,Bud,Grant,,Los Angeles Lakers
46391387,Ray,Corley,,Philadelphia 76ers
46391388,Don,Boven,,Detroit Pistons
46391389,George,Ratkovicz,,Philadelphia 76ers
46391390,Al,Cervi,,Philadelphia 76ers
46391391,Ed,Macauley,,Boston Celtics
46391392,Frank,Gates,,Anderson Packers
46391393,Dolph,Schayes,,Philadelphia 76ers
46391394,Wayne,See,,Waterloo Hawks
46391395,Marko,Todorovich,,Atlanta Hawks
46391396,Johnny,Macknowski,,Philadelphia 76ers
46391397,Mal,McMullan,,Indianapolis Olympians
46391398,Cliff,Barker,,Indianapolis Olympians
46391399,Bob,Evans,,Indianapolis Olympians
46391400,Carl,Shaeffer,,Indianapolis Olympians
46391401,Harry,Donovan,,New York Knicks
46391402,Ralph,Beard,,Indianapolis Olympians
46391403,Jimmy,Darden,,Denver Nuggets
46391404,Dick,McGuire,,New York Knicks
46391405,Wallace,Jones,,Indianapolis Olympians
46391406,Stan,Patrick,,Waterloo Hawks
46391407,Warren,Perkins,,Atlanta Hawks
46391408,Don,Otten,,Atlanta Hawks
46391409,Floyd,Volker,,Denver Nuggets
46391410,Joe,Holland,,Indianapolis Olympians
46391411,Bob,Brannum,,Boston Celtics
46391412,Jack,Phelan,,Sheboygan Redskins
46391413,George,Sobek,,Sheboygan Redskins
46391414,Vince,Boryla,,New York Knicks
46391415,Jack,Burmaster,,Sheboygan Redskins
46391416,Paul,Walther,,Indianapolis Olympians
46391417,Jack,Cotton,,Denver Nuggets
46391418,Alex,Groza,,Indianapolis Olympians
46391419,Max,Morris,,Sheboygan Redskins
46391420,Marshall,Hawkins,,Indianapolis Olympians
46391421,Tony,Lavelli,,Boston Celtics
46391422,Ron,Livingstone,,Golden State Warriors
46391423,Nelson,Bobb,,Golden State Warriors
46391424,Al,Guokas,,Denver Nuggets
46391425,Vern,Gardner,,Golden State Warriors
46391426,Ed,Leede,,Boston Celtics
46391427,John,Dillon,,Washington Capitols
46391428,Joe,Mullaney,,Boston Celtics
46391429,Bobby,Cook,,Sheboygan Redskins
46391430,Ed,Bartels,,Washington Capitols
46391431,Billy,Hassett,,Los Angeles Lakers
46391432,Ernie,Vandeweghe,,New York Knicks
46391433,Gene,Englund,,Boston Celtics
46391434,Bill,Herman,,Denver Nuggets
46391435,Walt,Lautenbach,,Sheboygan Redskins
46391930,Ken,Menke,,Waterloo Hawks
46391931,Ward,Gibson,,Waterloo Hawks
46391932,Bob,Royer,,Denver Nuggets
46391933,Marv,Schatzman,,Baltimore Bullets
46391934,Rollie,Seltz,,Anderson Packers
46391935,Matt,Mazza,,Sheboygan Redskins
46391936,John,Chaney,,Sheboygan Redskins
46391937,Howie,Janotta,,Baltimore Bullets
46391938,George,Feigenbaum,,Baltimore Bullets
46391939,Charlie,Shipp,,Waterloo Hawks
46391940,Charlie,Parsley,,Golden State Warriors
46392435,Bob,Hahn,,Chicago Stags
46392436,Glen,Selbo,,Sheboygan Redskins
46392437,Paul,Cloyd,,Waterloo Hawks
46392438,Danny,Wagner,,Sheboygan Redskins
46392439,Dale,Hamilton,,Waterloo Hawks
46392440,Gene,Ollrich,,Waterloo Hawks
46392441,Bob,Wood,,Sheboygan Redskins
46392442,Al,Miksis,,Waterloo Hawks
46392443,Earl,Dodd,,Denver Nuggets
46392444,John,Pritchard,,Waterloo Hawks
46392445,Jim,Nolan,,Golden State Warriors
46392446,Jack,Parkinson,,Indianapolis Olympians
46392447,Murray,Mitchell,,Anderson Packers
46392448,Paul,Gordon,,Baltimore Bullets
46392449,Don,Grate,,Sheboygan Redskins
46392450,Gene,Berce,,Atlanta Hawks
46392451,Norman,Glick,,Los Angeles Lakers
46392452,Cal,Christensen,,Sacramento Kings
46392453,Bob,Lavoy,,Indianapolis Olympians
46392454,Nat,Clifton,,New York Knicks
46392455,Larry,Foust,,Detroit Pistons
46392456,Bob,Cousy,,Boston Celtics
46392457,Chuck,Cooper,,Boston Celtics
46392458,Herb,Scherer,,Atlanta Hawks
46392459,Bob,Donham,,Boston Celtics
46392460,Joe,Hutton,,Los Angeles Lakers
46392461,Ken,Murray,,Detroit Pistons
46392462,Kevin,O'Shea,,Baltimore Bullets
46392463,Paul,Arizin,,Golden State Warriors
46392464,Joe,McNamee,,Sacramento Kings
46392465,Don,Rehfeldt,,Baltimore Bullets
46392466,Don,Lofgran,,Indianapolis Olympians
46392961,Gerry,Calabrese,,Philadelphia 76ers
46392962,Art,Burris,,Atlanta Hawks
46392963,Ed,Beach,,Atlanta Hawks
46392964,Jim,Riffey,,Detroit Pistons
46392965,Norm,Mager,,Baltimore Bullets
46392966,Costic,Borsavage,,Golden State Warriors
46392967,Dick,Schnittker,,Los Angeles Lakers
46392968,Bill,Sharman,,Boston Celtics
46392969,Alan,Sawyer,,Washington Capitols
46392970,Chuck,Mrazovich,,Indianapolis Olympians
46392971,Hank,DeZonie,,Atlanta Hawks
46392972,Ed,Gayda,,Atlanta Hawks
46392973,Tommy,O'Keefe,,Washington Wizards
46392974,Earl,Lloyd,,Philadelphia 76ers
46393469,Leon,Blevins,,Indianapolis Olympians
46393470,Don,Barksdale,,Boston Celtics
46393471,Lew,Hitch,,Los Angeles Lakers
46393472,Charlie,Share,,Atlanta Hawks
46393473,George,King,,Philadelphia 76ers
46393474,Bill,Tosheff,,Indianapolis Olympians
46393475,Jake,Fendley,,Detroit Pistons
46393476,Wally,Osterkorn,,Philadelphia 76ers
46393477,Buckshot,O'Brien,,Indianapolis Olympians
46393478,Al,McGuire,,New York Knicks
46393479,Dick,Dickey,,Boston Celtics
46393480,Jim,Slaughter,,Baltimore Bullets
46393481,Jack,Kiley,,Detroit Pistons
46393482,Neil,Johnston,,Golden State Warriors
46393483,Mel,Hutchins,,Detroit Pistons
46393484,Bob,Wilson,,Atlanta Hawks
46393485,Ray,Ragelis,,Sacramento Kings
46393486,Nate,DeLong,,Atlanta Hawks
46393487,Mel,Payton,,Indianapolis Olympians
46393488,Dave,Minor,,Atlanta Hawks
46393489,Whitey,Skoog,,Los Angeles Lakers
46393490,John,Rennicke,,Atlanta Hawks
46393491,Sam,Ranzino,,Sacramento Kings
46393492,Ed,Dahler,,Golden State Warriors
46393987,John,Pilch,,Los Angeles Lakers
46393988,Don,Savage,,Philadelphia 76ers
46393989,John,McConathy,,Atlanta Hawks
46393990,Jerry,Fowler,,Atlanta Hawks
46393991,Elmer,Behnke,,Atlanta Hawks
46393992,Zeke,Sinicola,,Detroit Pistons
46393993,Paul,McConnell,,Atlanta Hawks
46393994,Al,Masino,,Atlanta Hawks
46393995,Gene,Rhodes,,Indianapolis Olympians
46393996,Robert,Zawoluk,,Golden State Warriors
46393997,Jim,Holstein,,Los Angeles Lakers
46393998,Don,Meineke,,Detroit Pistons
46393999,Don,Henriksen,,Sacramento Kings
46394000,Dick,Bunt,,Baltimore Bullets
46394001,Eddie,Miller,,Baltimore Bullets
46394002,Jim,Baechtold,,New York Knicks
46394003,Francis,Mahoney,,Boston Celtics
46394004,Bob,Priddy,,Baltimore Bullets
46394005,Dick,Surhoff,,Atlanta Hawks
46394006,Bob,Lochmueller,,Philadelphia 76ers
46394007,Sherwin,Raiken,,New York Knicks
46394008,Danny,Finn,,Golden State Warriors
46394009,Jim,Mooney,,Golden State Warriors
46394010,Mark,Workman,,Golden State Warriors
46394011,Jack,McMahon,,Atlanta Hawks
46394012,Ralph,Polson,,Golden State Warriors
46394013,Bill,Mlkvy,,Golden State Warriors
46394014,Gene,Conley,,Boston Celtics
46394015,Dick,Groat,,Detroit Pistons
46394016,George,McLeod,,Baltimore Bullets
46394017,Jack,McCloskey,,Golden State Warriors
46394018,Mike,O'Neill,,Atlanta Hawks
46394513,Jim,Brasco,,Atlanta Hawks
46394514,Blaine,Denning,,Baltimore Bullets
46394515,Don,Hanrahan,,Indianapolis Olympians
46394516,Claude,Overton,,Golden State Warriors
46394517,Henry,Darcey,,Atlanta Hawks
46394518,Bob,Naber,,Indianapolis Olympians
46394519,John,O'Boyle,,Atlanta Hawks
46394520,Moe,Radovich,,Golden State Warriors
46394521,Walt,Davis,,Golden State Warriors
46394522,Ernie,Barrett,G,Boston Celtics
46394523,Rollen,Hans,,Baltimore Bullets
46394524,Norm,Swanson,,Sacramento Kings
46394525,Bill,Kenville,,Philadelphia 76ers
46394526,Bob,Houbregs,,Detroit Pistons
46394527,Al,Roges,,Baltimore Bullets
46394528,George,Yardley,,Detroit Pistons
46394529,Donald,Ackerman,,New York Knicks
46394530,Jim,Fritsche,,Baltimore Bullets
46394531,Joe,Smyth,,Baltimore Bullets
46394532,Jim,Luisi,,Baltimore Bullets
46394533,Jim,Neal,,Philadelphia 76ers
46394534,Irv,Bemoras,,Atlanta Hawks
46394535,Ray,Felix,,New York Knicks
46394536,Connie,Rea,,Baltimore Bullets
46394537,Jack,George,,Golden State Warriors
46394538,Clyde,Lovellette,,Los Angeles Lakers
46394539,Don,Sunderlage,,Atlanta Hawks
46394540,Ed,Smith,,New York Knicks
46395035,Jack,Molinas,,Detroit Pistons
46395036,Don,Asmonga,,Baltimore Bullets
46395037,Gene,Dyker,,Atlanta Hawks
46395038,Bill,Bolger,,Baltimore Bullets
46395039,Hal,Uplinger,,Baltimore Bullets
46395040,Bato,Govedarica,,Philadelphia 76ers
46395041,Ernie,Beck,,Golden State Warriors
46395042,Frank,Reddout,,Sacramento Kings
46395043,Bob,Peterson,,New York Knicks
46395044,Jim,Phelan,,Golden State Warriors
46395045,Rabbit,Walthour,,Atlanta Hawks
46395046,Dick,Knostman,,Philadelphia 76ers
46395047,Paul,Nolen,,Baltimore Bullets
46395048,Ed,Earle,,Philadelphia 76ers
46395049,Norm,Grekin,,Golden State Warriors
46395050,Jackie,Moore,,Golden State Warriors
46395051,Frank,Selvy,,Los Angeles Lakers
46395052,Bob,Pettit,,Atlanta Hawks
46395053,George,Dempsey,,Golden State Warriors
46395054,Bobby,Watson,,Atlanta Hawks
46395055,Jim,Tucker,,Philadelphia 76ers
46395056,Dick,Farley,,Philadelphia 76ers
46395057,Bert,Cook,,New York Knicks
46395058,Frank,Ramsey,,Boston Celtics
46395059,Johnny,Kerr,,Philadelphia 76ers
46395060,Gene,Shue,,Detroit Pistons
46395061,Dwight,Morrison,,Boston Celtics
46395062,Jack,Turner,,New York Knicks
46395063,Togo,Palazzi,,Philadelphia 76ers
46395064,Dick,Rosenthal,,Detroit Pistons
46395065,Art,Spoelstra,,Sacramento Kings
46395066,Bob,Carney,,Los Angeles Lakers
46395067,Ed,Kalafat,,Los Angeles Lakers
46395068,Tom,Marshall,,Sacramento Kings
46395069,Michael,Kearns,,Golden State Warriors
46395070,Carl,McNulty,,Atlanta Hawks
46395565,Lucian,Whitaker,,Boston Celtics
46395566,Herm,Hedderick,,New York Knicks
46395567,Tom,Brennan,,Golden State Warriors
46395568,Larry,Costello,,Philadelphia 76ers
46395569,Fred,Diute,,Atlanta Hawks
46395570,Ronnie,MacGilvray,,Atlanta Hawks
46395571,Chuck,Grigsby,,New York Knicks
